classe; mensagem 
1;amigos do rodeio, semana que vem tem mais. vem aí, de 03/09/15 a, 06/09/15, o rodeio de adamantina/sp 2015. mais um gigante. não dá tempo nem de engraxar as botas  e, tome rodeio. 
1;"olá galera  saudações, chegando de barretos. o rodeio foi um sucesso, contrariando os urubus de plantão. nenhum animal se feriu, apenas alguns competidores sofreram alguns arranhões  ossos do ofício. a imprensa deu ampla cobertura ao evento  autoridades e celebridades compareceram  garth brooks arrecadou uma bolada para o hospital de câncer, dizem que em 2016, vai ser a vez de rita lee. ano que vem tem mais barretão  de 18 a 28 de agosto de 2016. vamos ver se os ""contras"" conseguem impedir, já que este ano, eles foram incompetentes. "
1;isso é mais uma briga política ao contrário de defender os animais, para ter um julgamento justo terá que ter muitos veterinários, para que não aja justiça errada, nada mais justo que a palavra de um profissional que estudou é trabalha com o mesmo.  agora, tirar a cultura de pessoas que passa o ano todo esperando para ir com sua  família no rodeio é fácil, pessoas que trabalha no sol, para colher soja, arroz, feijão,  carne, esses não vão a carnaval nem rock rio, nem consegui defender o rodeio  porque não tem acesso a net e sabem que não tem maus tratos porque tem o contato com animais, sabem o que causa dor e sofrimento, ao contrário de quem vê imagem e acha que é sofrimento o sertanejo sabe que se acabar o rodeio os ativistas vão sumir e ninguém vai impedir a morte precoce destes touros. muitos dizem, qual o prêmio que o animal leva, eu digo: o direito de viver porque se tiver longe do rodeio com 1 ano é castrado, com 2 ou 3 anos vai pro corte, servir de alimento para muitos ativista também. 
1;não é crime não, meu sr. atualize-se. l10519 - presidência da república www.planalto.gov.br/ccivil_03/leis/2002/l10519.htm 
2;e o friforifico seria o que..é pra la que vão animais que não são de rodeio 
1;espero que nenhum filho de ativista precise do hospital de cancer de barretos,,porque barretos arrecadou em torno de 10 milhoes de reais em 2015 para o hospital do camcer de barretos imagina voce precisar do povo do rodeio ,,que feio !!!! 
1;mais de 10 milhoes arrecadados para o hospital do cancer de barretos,isso é o rodeio brasileiro, 
1;um cavalo dos 3 tambores foi negociado por 920 mil reais em barretos quem pagaria essa quantia para judiar,acorda gente,conheçam antes de falar 
1;graças a deus 10 dias de festa se passaram em barretos nenhum animal ferido e nem lesionado e nenhuma ong apareceu para ver como vivem e como são tratados,depois ficam falando coisas sem saber 
1;10 dias de barretos e agente com todos nossos animais a disposição para qualquer um quiser ver ,,ninguém apareceu depois ficam dando palpites estragados aqui nesse site 
1;amigos, assistam ao vivo o rodeião de barretos  através do brasil rural tv. brasilruraltv.com.br/ 
5;g1 - cobertura ao vivo da festa do peão de barretos 2015 g1.globo.com/sp/ribeirao-preto-franca/festa...barretos/.../ao-vivo.html 
2;atenção, ana girafales  falsa identidade: criar um perfil falso pode levar a processo judicial com base no artigo 307 do código penal. 
2;atenção : cuide da sua vida ! 
2;"atenção, olha o que te espera ""ricardo animais:"" www.crimespelainternet.com.br/crimes-virtuais-nas-redes-sociais/"
1;obrigado boaideiro . amizade bruta é outro nível ! 
1;estamos em barretos a 9 dias com nossos cavalos a disposição para quem quiser ver de perto como vivem e como são tratados e até agora ninguém apareceu para conferir. 
1;rodeio não mau trata animal. 
1;barretos ja está no seu 9 dia e nenhum animal ferido nem lesionado,,animais lindos com vida de atletas,,acompanhem pelas redes sociais, 
1;treem cosquesto ! estava acompanhando as montatias essa semana , rural de elite. só máquina touros puladores barbaridade . e os mininu não gosta de larga não soh , não abrem a mão nem se troveja 
2;cural de elite * 
1;rodeio legal não mau trata animal.conheçam,informem-se aprendam !!! 
1;e passem a amar !!! :@ cara to no 3g do chip kkkk ta ruim a internet . acostumado com o wifi do rancho 
1;gostaria que os contra me responda, se acabar o rodeio que vcs vão fazer com os bois,vão sacrificar eles, porque carne de touro de rodeio não se come, muito músculo é dura, para aqueles que dizem que sedem força o boi a pular, me esprica, porque da os 8 segundos ele para é para aqueles que o animal não pediu para estar ali, o cavalo da polícia militar também não pediu pra estar ali tomando pancadas em manifestação, nem os cães atrás de drogas, vcs num comenta sobre isso só porque é militares 
1;o pessoal por aqui vive afirmando que o animal de rodeio não vai para o rodeio por livre e espontânia vontade e para o frigorifico sera que eles vão. 
3;leon se ta por ai boiadeiro to na estrada parceiro saí do paranazaum logo depois da boia era 13  20 mais ou menos hora que saimos . vamos chegar em barretos provavelmente depois das 8 ou 9 horas . são 8 horas de viagem da onde moro estou indo com amigos e estamos em dois carros e não estou dirigido :@ sem limites pra cachaça. voltamos domingo a noite . só pá num passa in branco esi ano . forte abraço tudbaaao leon e os boiadeiros de plantão ! 
3;boa viagem boiadeiro  nos encontramos por aquí prá bebemorá, venham com deus, jesus está no comando, piá xonado. 
3;amigos, o portal g1.globo.com, ribeirão e franca, da rede globo, está transmitindo ao vivo, para o mundo inteiro, todas as emoções do barretão 2015. rodeio celebridade. 
3;a amélia que era mulher de verdade...!??? 
3;obrigado! estaremos no barretão. 
3;amo ji-paraná, maior rodeio de rondônia. 
3;voc sabe para onde iriam se não fossem de rodeio,,ou voce acha que algum animal vai para o frigorifico por livre e espontânea vontade. 
3;vc sabe para onde vão os que não são de rodeio,vc acha que os cavalos da policia vão para os confrontos porque gostam,,vc acha que os caes que vivem fechados em ongs que os protegem gostam de ficarem fechados em e presos pelo resto d vida..voce acha que um leao de zoologico adoro ficar preso em espaço que não dá nem para ele correr..entao varios animais de forma como não gostariam. 
3;os cavalos que estavam no pan americano fazendo hipismo foram com seus carros,,ou foram de taxi com voce.voce saberia me responder para onde iriam os touros de rodeio se não fossem de rodeio. 
1;algum animal vai para o frigorifico por livre e espontanea vontade,,a carne que alguem da sua familia comeu foi porque algum animal foi morto sabia. 
1;cavalos de corrida vão sozinhos até o joguei depois vão dormir em algum hotel,,não fale besteira sem conhecer. 
1;rodeio é 100% bons tratos aos animais 
2;quem não gosta de rodeio assista barretos ao vivo pela redes sociais e verão os animais mais bem tratados do pais. 
1;rodeio legal não mau trata animal 
1;quem não conhece critica,quem conhece ama 
3;o barretão ta pegando fogoooooooooooooooooooooooooooooooooooo 
2;ana animal foi banida do site . dentro da legislação brasileira, foi punida por uma contravenção penal que consiste em tirar a paz de alheios , segundo o artigo 42 da lei das contravenções penais . hauahauahu 
2;ana some, girafales aparece. coincidência? ou, zorro e dom diego? 
6;🍃🚪-toc✊toc✊... 😳🚪-quem eh❓? 🍻🚪-a cerveja ... 🍸🍻🍻🍻 😏🚪-entra misera tu já é de casa 😍 👆 😌 hoje é sexta feira saporra ainda bate 
2;sem noção pare de comer carne. 
1;ferrar os animais voce vai se tira´los do rodeio porque é para um frigorifico que vão os animais que não são de rodeio 
1;"com este nome  você é que está lavando ""ferro"". entendeu né? "
1;sou a favor do rodeio mas tipo, não tem motivo pra ser considerado patrimônio cultural porque aqui não é seu pais de origem... 
1;ai não em fii :/ cultura brasileira sim, só pqe americanos praricaram primeiro não quer dizer que não faça parte da nossa cultura breno. se um amigo meu comprar um chapéu ou uma bota em que eu já esteja de olho a muito tempo não vou deixar de comprar pqe ele comprou primeiro. se fosse realmente a favor do rodeio estava do nosso lado. e digo mais , os brasileiros não só aderiram... como melhoraram as práticas e os tornaram muito mais interessantes . abraços aos boiadeiros de verdade tau junto tigrada :@ 
1;claro q é cultura brasileira mas o fato de se tornar patrimonio é como estivesse mudando a origem do rodeio pro brasil entende? em minha opiniao, a cultura pode se espalhar para todo mundo mas virar patrimonio apenas no lugar de origem.é como pegar o frevo q é um patrimonio cultural do nordeste e transformar em um patrimonio do chile e nunca falei que não faz parte da cultura brasileira. 
1;entendi breno seu ponto de vista, mais cada lei que conseguirmos puxar para nosso lado vai fazer na diferença para o rodeio brasileiro . já que vivemos apanhando com comentários do tipo , tortura, mals tratos enfim. com mais leis a nosso favor teremos um poder de barganha muito maior. e enfim poder popularizar mais o nosso rodeio , que ainda com uma proporção grande, ainda é pouco conhecido por muitos. já penso breno , circuitos de montaria em touros , cutiano enfim ... finais mundiais transmitidas ao vivo na tv aberta? aoow quero estar vivo para ver isso um diia. #pbr no esporte espetacular 
1;ai ficaria bão heim 
1;pra quem coloca a cara da dilma no seu email,,quer mais o que,,se não o problema é seu vai procurar sua turma 
2;vai caçar sua turma dona araci,,voce não gosta de rodeio e adoro a dilma belo negocio 
2;tem alguém pedindo pra vc gostar de rodeio aqui,,pessoas iguais a vc é bom que fique bem longe dos rodeios mesmo,,vai procurar sua turma,,vc os achara em brasilia. 
2;quanta estupidez  em tempos de globalização querer segregar culturas. por acaso o futebol nasceu no brasil? o rock é brasileiro? o macarrão? até mesmo esta carcinha véia furada  marron no fundo, que ocê tá usando, veio de fora (paraguai). e esta viadagem de veganismo, entao? por acaso nasceu em campinas? pelotas? não...! foi invenção do pato donald watson (norte-americano), tia  vocês copiaram dos states, e vem falar da gente. i love rodeo in brazil, and in the world. odeio dilma. 
1;esse é o leon ! chamando na chinxa , forte representante a nosso favor para mim é uma honra ter você a nosso lado boiadeiro ! 
1;kkk, amo jacareí, terra de campeões de rodeio, amo a fapija, mas araci de almeida, com a cara da dilma no perfil, envergonhou a galera do vale, 
1;as pessoa antes de falar deveriam pelo menos conhecer, 
1;rodeio 100% bons tratos aos animais 
1;festa do peão de barretos 2o15,nenhum animal lesionada até agora em 9 dias de festa,,acompanhem pelas redes sociais 
1;vamos fazer igual a ana dos animais que assistiu o rodeio de barretos e viu como são tratados os animais de rodeio,,com acompanhamento veterinario e nutricionistas muito mais bem tratados que muito humanos em nosso país 
1;rodeio legal não mau trata animal,barretos 2015 os animais mais lindos do brasil 
1;9 dias de festa até agora em barretos nenhum animal ferido ou lesionado,mais de 40 veterinários de plantão 24 horas,,animais lindos e saudáveis,,acompanhem pelas redes sociais 
1;faça como a ana dos animais,assista barretos ao vivo pelas redes socioais e veras o que ela viu,animais lindos ,saudáveis e com acompanhamento veterinario 24 horas,mais de 40 veterinários de plantão na festa do peão de barretos 2015 
1;faça como a senhora ana dos animais, tambem assista um rodeio profissional e veras que não existe esses maus tratos que voce imagina. 
1;ooow trágico , não sei se você sabe mestre linguiça mais o rodeio que ia acontecer em piracicaba não era oficial. não era de nenhum circuito brasileiro de rodeio . era fundo de quintal, boca de porco como dizemos aqui. e só não o aconteceu pelo fato do locar ser uma zona urbana , seria como montar um circo dentro da. sua casa . você possui uma casa harold ? heueheuhu . as montarias não aconteceram , pena. mais os shows sertanejos sim. desculpe desapontalo funkero. quem sabe na próxima kkkkk 
