Opinião;mensagem
4;fui visitar muitos canil e vi centenas de animais amontoados com agua e comida voce acha que isso é felicidade..cachorros loucos para passearem,isso para mim é mais uma prisão perpétua do que cuidados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5;https://www.youtube.com/watch?v=Ktg-opMI47o senhorita leticia ronche,assista e aprenda um pouquinho por favor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;A loucura das pessoas nesse site é de dar medo.agora a senhorita leticia ronche quer que os animais sejam livres e soltos em lugares para viverem sozinhos até a morte 211 milhos cabeças de gado.14 milhoes de ovinos,35,2 milhoes de suinos,, se para cuidar de 40 porcos os ativistas pediram na internet 300 mil reais imagina para cuidar 35,2 milhoes de cabeça.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;interagir com animais não significa mau tratar animais,, o simples fato de voce conviver com gatos voce esta interagindo com gatos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;os ativistas que querem proteger tanto os animais precisam de 300 mil para cuidar de 40 porcos,,quantos precisariam para cuidar de 211 milhoes de cabeça de gado que tem no rebanho brasileiro..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Essa dos porcos foi de doer!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3;as pessoas por aqui acham que os animais que não são selecionados para o rodeio vão para um zoologico ou para alguma savana..acorda vão para os frigoríficos...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;Por que alguém teria um animal de 1 tonelada que tem um custo altíssimo por mês? Não faz sentido Letícia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;em que mundo vc ta bem,,acorrrda somos um pais agricola e milhares de animais são abatidos todos os dias,pessoas ainda comem carne,,voce sabe quanto custa a manutençao de um animal dese por mes,,pessoas no campo não estão ganahmdo nem pra comprar comida direito quanto mais para deixarem animais morrerem no pasto,,parece que toma reme´dio estragado,acorda para realidade,,seria bom se fosse real,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;em que planeta voce está minha querida. esse lugar que voce está imaginando não existe,,touros mestiços tem 2 opiçoes na vida serem de rodeio ou serem mortos,,sendo de rodeio alguns animais conseguem aposentar em algum asilos de touros como ja existem alguns,,alguns tropeiros não matas seus touros mais famosos ele vão para um pasto separado e vivem a té a morte natural chegar,,apenas alguns,, seja real,,viva nesse mundo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;nossa moça me desculpa mas voce anda tomando remédio controlado,olha as coisas que voce fala,,voce ja foi no campo,voce tem ideia de como vivem e como são tratados animais..estamos no planeta terra,ano de 2015..brasil,,por favor acorda,, pare de sonhar e ter alucinaçoes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;você tbm diz amar os animais, você teria um boi de 1 tonelada ai na sua casa?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Essas raças são dependentes sim, e como vc mesmo disse precisam de espaço, espaço esse que seria utilizado para outra coisa ja que a pessoa utiliza aquelas terras para sustentar a familia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;moça de deus vc tem problema,animais precisam de tratamento,contra carrapatos,vermes , e outros parasitas onde e em que lugar eles viveriam sozinhos até morrer,só em asilos de touros de rodeio ai sim teriam a chance de sobreviver até a morte chegar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;cuidaria,,mas não cuida de nenhum,,fica tranquila eles ja são bem cuidados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5;https://www.youtube.com/watch?v=Ktg-opMI47o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;os animais que não são selecionados para o rodeio vão para o frigorifico e só na cabeça desses ativistas que a morte é melhor que a vida.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;deixe de ser louca e sonhar o rebanho brasileiro pe de mais 211 milhoes de cabeça de gado vc os libertariam e colocariam onde na sua casa.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Vai me desculpar mas são só essas duas opções mesmo, ou vira um atleta de rodeio bem cuidado, bem tratado ou delicioso e suculento espeto de picanha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;acorda,,voce quer livrar eles e mandar para onde.para um kilombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;voce sabe para onde estará mantando os animais de rodeio se acabarem os rodeios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;voce sabe para onde vão os animais que não vão para os rodeios..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5;https://www.youtube.com/watch?v=6P4v7Ygug-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5;https://www.youtube.com/watch?v=Ktg-opMI47o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;vamos conhecer antes de criticar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5;Rodeio legal não mau trata animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Todo mundo explora animais, até quem tem o cachorrinho em casa , isso vai muito além do rodeio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;e voce acha que a morte seja o melhor caminho,porque é para um frigorifico que vão animais que não são selecionados para o rodeio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;se vc soubesse para onde vão quando não são de rodeio,,vc est condenando eles a morte porque é para matadouro que vão os que não são de rodeio..acorda para vida..ta tomando remédio estragado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Concordo, mas pau que da em chico tem que dar em francisco essa revolta não pode valer apenas contra o rodeio como eu vejo, isso é preconceito.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;então comece pelos humanos que estão sendo mortos pro um celular ou um par de tenis,,comece a fazer alguma coisa desde ja.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;Diz aí Norma é Vitoria o que deve ser feito com os animais quando acabar o rodeio, será que vcs lutarão para que não matem, vcs não olha nem os cachorros de rua!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;comece pelos humanos porque não estamos podendo nem sair na rua que somos mortos por um celular ou pela carteira.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;e onde vc viu algum animal ser torturado,em qual evento e quem eram os proprietários.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5;https://www.youtube.com/watch?v=Ktg-opMI47o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Show uma Festa o Barretos 2015 , pude acompanhar de perto os dois últimos dias e em todos esses anos nunca tinha visto nada igual . Parabéns a todos os organizadores do evento e as companias de rodeios presentes ! Um forte abraço a galera bruta que puderam prestigiar o barretos esse ano e a quem não foi também. Ano que vem tem dinovo ! #60 anos #Barretos #Nada igual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;Boa noite aroudo. Segundo o Dr. Drauzio Varella: Inveja causa depressão, dores musculares , doenças cardiovasculares , enxaquecas, erpis, problemas respiratórios, febre amarela, Chagas , gripe do frango e anciã de vômitos. Contra estes sintomas tomas dipirona 3 vezes ao dia . Se persistirem os sintomas o Batman deverá ser consultado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Kkkkkk, vi falar que vão convidar a Rita Lee, para fazer o show em benefício ao hospital do câncer de barretos 2016, melhor ela nem ir, vai ser o pior ano de arrecadação!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Eita você contra rodeio! Diz aí, o que vcs vão fazer com os touros, se não houver mais rodeio? Já sei, vão matar ou soltar na floresta, tem só que matar porque a carne não serve como alimento é dura. Hummmm, atitude covarde, querer acabar com rodeio é não saber o que será feito com os animais, aliás cavalo de polícia sofre mais que boi de rodeio é ninguém tá reclamando, se protege um proteja outros, ou vcs tem medinho por ser militares?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5;https://www.youtube.com/watch?v=Ktg-opMI47o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Rodeio 100 % bons tratos,,garanto que qualquer animal prefere ir para o rodeio do que para o frigorifico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5;https://www.youtube.com/watch?v=Ktg-opMI47o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5;https://www.youtube.com/watch?v=Ktg-opMI47o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Concordo com você, si eles soubesse falar iriam dizer que preferem pular em rodeios e ser admirados e valiosos ao invés de serem abatidos e virarem comida!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Você não, cai fora ! Deixa isso com Homens de verdade. Viva os rodeioS , o mundo equestre, nossas modas e nosso sertanejao raiz , viva nossos costumes e nossas tradições... e viva nossos TOUROS PULADORES !,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;comece pela porta dos frigorificos então.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;temos que conhecer antes de criticar,,pessoas por aqui falam muita coisa sem nunca ter visto de perto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5;https://www.youtube.com/watch?v=6P4v7Ygug-M vejam um pouquinho de como vivem esses animais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;po acaso vc conhece como vivem e como são tratados os animais de rodeio,sabe também para onde iriam se não fossem de rodeio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Aquí estão os direitos dos animais de rodeio, minha sra.: L10519 - Presidência da República www.planalto.gov.br/ccivil_03/leis/2002/L10519.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Realmente estamos no seculo xxI e ainda não temos nem o nosso direito pessoas são mortas todos os disa em assaltos, não podemos circular com um tenis bom nem com uma corrente de ouro que somos assaltados,,o brasil é assim mesmo.fica calma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Está no mesmo direito de você poder ter um cão ou um gato . Onde você da água , comida, amor e carinho sem de fato saber se ele está feliz , sem saber se de fato ele concorda com tudu que oferece a ele :@ Pelo amr de deus, estamos no século xx1 Onde fica o direito dos animais ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Futebol..., rock and roll, seu wiskinho do Paraguai, seu terninho amarrotado Made in China, também não são originários daquí  nem por isso deixamos de adotar. Globalização cultural. Somente os corruptos aí da sua cidade, que, realmente são cosa nostra.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Kkkkk ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Rodeio em vargem grande do sul sp, tapiratiba sp, leme sp, nova Resende mg, etc... tudo isso em setembro, bora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Meu Deus, quantas vezes tem que dizer que sedem não aperta testículo, para os falta de informação, vai aí uma dica! Pega seu cachorro ou gato, aperta o saco dele 8 segundos para ver a reação, zzzzzzzzzzzzzzzzz. Muito bem , qual a reação? Hummmm nem saiu do lugar por motivo da dor né. E isso aí, o boi ou cavalo que tem o saco apertado ele nem sai do lugar ele senta. Coloca seu marido ou namorado de 4, aí vc vai ver onde o sedem passa, em um lugar conhecido no vaziu, propriamente dito cintura, um lugar sensível a cócegas nos animais e se fosse forçado teriam que laçar para tirar o sedem mas ele para de pular depois dos 8 segundos isso é devido a treinamento como é feito a doma o mesmo para touros só que ensina eles a pular.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;Pessoas por aqui dão depoimento sem conhecer,como a senhorita Erica coser que acha que animais de rodeio tem suas bolas apertadas,,antes de falar vamos conhecer !!!!!que ridiculo falar coisas sem saber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;o rodeio de barretos levantou mais de 1o milhoes para o hospital do cancer de barretos,,e isso nenhum ativista viu nem comentou,,espero e peço a deus que nenhum de voces precisem dele,,pois se precisarem saberão que a festa de barretos é o maior colaborador que o hospital tem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4; são essas opiniões que da raiva nas pessoas,,falarem coisas sem saber.Onde é que voce viu algum animal com seu saco amarrado..não fale coisas sem saber,animais de rodeio não tem seus testiculos amarrados,,conheça antes de falar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;graças a pessoas como vc nosso esporte fica mau falado..nos diga onde e quando voce viu algum animal com seu saco apertado..se nunca viu porque fala...se não gosta respeite quem gosta e pelo menos aprenda antes de falar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;Pessoas como voce não deveriam dar seus depoimentos sem conhecimento de causa..voce ja viu algum animal com suas bolas apertadas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;vamos aprender antes de falar besteiras,,saiba que existem muitas familias que vivem de rodeios,tome cuidado ao falar coisas sem saber voce pode estar prejudicando alguém,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;O profissional do Direito  deveria no mínimo conhecer as leis  antes de questioná-las. Vamos lá..., uma aulinha grátis. L10220 - Presidência da República www.planalto.gov.br/ccivil_03/leis/LEIS_2001/L10220.htm. L10519 - Presidência da República www.planalto.gov.br/ccivil_03/leis/2002/L10519.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3;se por acaso voce viu algum animal com as bolas amarradas nos diga onde foi.não fale coisas sem saber não de palpites azedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Amigos do rodeio, semana que vem tem mais. Vem aí, de 03/09/15 a, 06/09/15, o rodeio de Adamantina/SP 2015. Mais um gigante. Não dá tempo nem de engraxar as botas  e, tome rodeio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;"Olá galera  saudações, chegando de Barretos. O rodeio foi um sucesso, contrariando os urubus de plantão. Nenhum animal se feriu, apenas alguns competidores sofreram alguns arranhões  ossos do ofício. A imprensa deu ampla cobertura ao evento  autoridades e celebridades compareceram  Garth Brooks arrecadou uma bolada para o hospital de câncer, dizem que em 2016, vai ser a vez de Rita Lee. Ano que vem tem mais Barretão  de 18 a 28 de Agosto de 2016. Vamos ver se os ""contras"" conseguem impedir, já que este ano, eles foram incompetentes. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;Isso é mais uma briga política ao contrário de defender os animais, para ter um julgamento justo terá que ter muitos veterinários, para que não aja justiça errada, nada mais justo que a palavra de um profissional que estudou é trabalha com o mesmo.  Agora, tirar a cultura de pessoas que passa o ano todo esperando para ir com sua  família no rodeio é fácil, pessoas que trabalha no sol, para colher soja, arroz, feijão,  carne, esses não vão a carnaval nem rock rio, nem consegui defender o rodeio  porque não tem acesso a net e sabem que não tem maus tratos porque tem o contato com animais, sabem o que causa dor e sofrimento, ao contrário de quem vê imagem e acha que é sofrimento o sertanejo sabe que se acabar o rodeio os ativistas vão sumir e ninguém vai impedir a morte precoce destes touros. Muitos dizem, qual o prêmio que o animal leva, eu digo: O direito de viver porque se tiver longe do rodeio com 1 ano é castrado, com 2 ou 3 anos vai pro corte, servir de alimento para muitos ativista também.,,,,,,,,,,,,,,,,,,,,,,,
1;Não é crime não, meu sr. atualize-se. L10519 - Presidência da República www.planalto.gov.br/ccivil_03/leis/2002/L10519.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;e o friforifico seria o que..é pra la que vão animais que não são de rodeio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;espero que nenhum filho de ativista precise do hospital de cancer de barretos,,porque barretos arrecadou em torno de 10 milhoes de reais em 2015 para o hospital do camcer de barretos imagina voce precisar do povo do rodeio ,,que feio !!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;Mais de 10 milhoes arrecadados para o hospital do cancer de barretos,isso é o rodeio brasileiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3;um cavalo dos 3 tambores foi negociado por 920 mil reais em barretos quem pagaria essa quantia para judiar,acorda gente,conheçam antes de falar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;Graças a deus 10 dias de festa se passaram em barretos nenhum animal ferido e nem lesionado e nenhuma ong apareceu para ver como vivem e como são tratados,depois ficam falando coisas sem saber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;10 dias de barretos e agente com todos nossos animais a disposição para qualquer um quiser ver ,,ninguém apareceu depois ficam dando palpites estragados aqui nesse site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Amigos, assistam ao vivo o rodeião de Barretos  através do Brasil Rural TV. brasilruraltv.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5;G1 - Cobertura ao vivo da Festa do Peão de Barretos 2015 g1.globo.com/sp/ribeirao-preto-franca/festa...barretos/.../ao-vivo.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;ATENÇÃO, ANA GIRAFALES  FALSA IDENTIDADE: criar um perfil falso pode levar a processo judicial com base no Artigo 307 do Código Penal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;ATENÇÃO : cuide da sua vida !,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;"ATENÇÃO, OLHA O QUE TE ESPERA ""RICARDO ANIMAIS:"" www.crimespelainternet.com.br/crimes-virtuais-nas-redes-sociais/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Obrigado boaideiro . Amizade bruta é outro nível !,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;estamos em barretos a 9 dias com nossos cavalos a disposição para quem quiser ver de perto como vivem e como são tratados e até agora ninguém apareceu para conferir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Rodeio não mau trata animal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Barretos ja está no seu 9 dia e nenhum animal ferido nem lesionado,,animais lindos com vida de atletas,,acompanhem pelas redes sociais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;Treem cosquesto ! Estava acompanhando as montatias essa semana , rural de elite. Só máquina touros puladores barbaridade . E os mininu não gosta de larga não soh , não abrem a mão nem se troveja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Cural de elite *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Rodeio legal não mau trata animal.Conheçam,informem-se aprendam !!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;E passem a amar !!! :@ cara to no 3g do chip kkkk ta ruim a internet . Acostumado com o Wifi do rancho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Gostaria que os contra me responda, se acabar o rodeio que vcs vão fazer com os bois,vão sacrificar eles, porque carne de touro de rodeio não se come, muito músculo é dura, para aqueles que dizem que sedem força o boi a pular, me esprica, porque da os 8 segundos ele para é para aqueles que o animal não pediu para estar ali, o cavalo da polícia militar também não pediu pra estar ali tomando pancadas em manifestação, nem os cães atrás de drogas, vcs num comenta sobre isso só porque é militares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;o pessoal por aqui vive afirmando que o animal de rodeio não vai para o rodeio por livre e espontânia vontade e para o frigorifico sera que eles vão.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
