Opinião; mensagem
4;Onde e quando será que a senhora natalia viu um rodeio de perto ou como vivem e como são tratados animais de rodeio
2;UMA PESSOA É ASSASSINADA A CADA DEZ MINUTOS NO BRASIL E AS PESSOAS VEM AQUI QUEREREM ACHAR MAUS TRATOS NOS RODEIOS,NÃO SÃO OS ANIMAIS DE RODEIOS QUE ESTÃO PRECISANDO DE AJUDA ELES JA LEVAM VIDA MELHOR QUE MUITOS HUMANOS NESSE PAÍS
2;Milhares de pessoas sem agua e roupa em minas e não vemos nenhum ativista ajudar,,ficam ai criticando os rodeios,com certeza não são os animais de rodeio que estão precisando de ajuda nesse país, eles ja são muito bem cuidados.
3;Animais de rodeio não são abandonados e muito menos morrem de fome,,pessoas que realmente gostam de animais deveriam ajudar os milhares de animais que estao morrendo de fome no sertao de pernambuco.
2;Vai procurar o que fazer senhora ana dos animais,deixem os rodeios em paz,vá ajudar quem realmente precisa, pare de se querer promover as custas dos animais
1;Valeu Capitão,mais uma vitoria na camara dos deputados..Parabéns
3;Manda o povo se preocupar com as pessoas que ficaram desabrigadas em minas,os animais de rodeio ja são mais bem cuidados do que mitos humanos.
5;https://www.youtube.com/watch?v=GKrCvaNj9dg
3;RODEIO É CULTURA CAIPIRA,QUEM NÃO GOSTA DEVERIA RESPEITAR QUEM GOSTA.
5;https://www.youtube.com/watch?v=tjxjanXklag
2;Em um país que o respeito ao ser humano está se acabando, assaltos a bancos a luz do dia e pessoas sendo usadas como escudos humanos,,pessoas matando a namorada e cortando em pedaços,outras matando o proprio filho ,outras matando por um celular,,as pessoas vem aqui querer achar maus tratos nos rodeios,,não são os animais de rodeio que estão precisando de proteção,,quem não conhece deveria conhecer de perto,animais com auto valor de mercado,tratados como atletas,quem maltrataria animais tão caros,,conheçam antes de criticar.
4;Interagir com animis não significa maltratar animais.
1;LINDAS PALAVRAS NO DEBATE CAPITÃO AUGUSTO PARABÉNS POR MAIS UMA VITORIA,FALTA POUCO !!
1;Parabéns capitao pelo debate,lindas palavras o senhor disse e provou que entende muito do assunto,Parabéns por mais uma vitoria
2;nao comemos com seu dinheiro,,o mesmo touro que montamos é oque comeriamos se não fossem de rodeio
2;POR ACASO COMEMOS CARNE COM SEU DINHEIRO,, COMEMOS O QUE QUEREMOS DA MESMA FORMA QUE VOCE COME O QUE QUER,CADA UM COME O QUE BEM ENTENDER E NÃO É DA SUA CONTA.
2;se podemos come-los porque não podemos montá-los, se acabar os rodeios os mesmos animais que seriam montados,vão ser comidos,onde a morte é melhor que a vida ?
3;RODEIO É FESTA DA FAMILIA SERTANEJA,QUE NÃO GOSTA DEVERIA RESPEITAR QUEM GOSTA.
4;por acaso ja viu um ouro de perto. tenho certeza que ele prefere bem mais pular do que morrer
3;estupidez é um pessoa vir aqui falar em maus tratos sem nunca ter visto um animal de rodeio de perto,por isso mais uma vitoria do capitao augusto no congresso.
5;https://www.youtube.com/watch?v=FlB6vC-yJ80
1;Parabens aos organizadores do Serra Negra Rodeio Festival 2015,mais um evento sertanejo ajudando vidas nesse país.parte da bilheteria revertida para o hospital da cidade.
3;Pessoas vem aqui falarem em maus tratos sem nunca terem visto um animal de odeio de perto,,por isso mais uma vitoria do capitao augusto no congresso.
1;Parabéns Capitão por mais uma conquista.
1;Interagir com animais ,não significa maltratar animais, conheçam,informem-se,aprendam.
3;Assistao esse e se depois do qe virem e ouvirem ainda tiver algo contra ? Tortura e mals tratos enfim Otimo, ninguém está inpedindo vcs de serem preconceituosos e de serem pessoas ignorantes e fracas de espírito. mais pelo menos respeite. E saiba que temos outro estilo de vida que vcs , pqe não experimentam ir a uma fazenda a um rodeio profissional para verem de perto se o vídeo não foi suficiente. As porteiras da minha estarão abertas #rodeiopuraemoção https://youtu.be/xVf1yuMmrQo
5;https://youtu.be/xVf1yuMmrQo
1;Parabéns capitao,mais uma vitoria no congresso
1;Eu nasci e fui criado pelo meu pai que era prefeito da minha cidade e que amamos fazer um rodeio pq ta no nosso sangue rodeio é bons tratos é cultura é familia presente e alegre
3;quando postamos por aqui a reportagem da globo que diz que o rodeio é o maior patrocinador do hospital do cancer veio um babaca,idiota,imbecil e diz que isso pouco importa, é porque com certeza ele nunca entrou em um hospital desse e na alas das crianças,, e tomara a deus que ele e ninguem da sua familia,precise da ajauda de um desses hospitais,porque se um dia precisar com certeza vai saber que a ajuda do rodeio é muito importante.
3;Se alguem gosta de ajudar animais por aqui,comecem pelo sertao de pernambuco,g1 da globo,,milhares de animais estao morrendo de fome e sede em pernambuco e alagoas,,os animais de rodeio ja são muito bem cuidados,,com certeza não são os animais de rodeio que estao precisando de ajuda
2;que sofrimento ?? por acaso voce ja viu um animal de rodeio de perto.. onde ?, quando ?? no sertao de pernambuco estao morrendo milhares de fome e sede,,esses sim estão no sofrimento..
2;Diversão a custa de sofrimento é o que os politicos estão fazendo com o povo,acabei de abastecer meu carro com gasolina a 4 reais e 12 centavos o litro.
3;Bobão alegre. Sofrimento e trabalhar o mês inteiro com um salário de 800 reais pagar aluguel e sustentar uma família. Esses touros trabalham 8 segundos por semana e olhe lá . Meu fi vce não sabe oqe está dizendo vá conhecer o rodeio pesquise , ententa e respeite
2;Vai cuida da sua vida veia sem vergOnha , não devemos nada a você. Cuide dó seu nariz . Quem é vocêe pra nos dizer o devemos ou não fazer ? Vai joga bingo sra. Vai curti o resto da vida que ainda lhe resta
4;Ta e dai? Estamos no brasil challey
2;O mané, repondendo assim você parece uma menininha . Pra começar montalos não lhes causa nenhuma dor ou incomodo esses animais conseguem suportar até 25% do seu peso eu peso 75 kilos e consigo me locomover caregamdo 20 kilos tranqüilo . A média de um animal desses é de 890 kilos . Não misture as coisas colega . Pra você é fácil vir aqui e falar abobrinha. Vai conhecer primeiro depoisv venha aqui comentar. Acho que era você que deveria ser montado seu asno. Venha ver como vive homens de verdade aqui na fazenda
6;#PBR no esporte espetacular .... cuide só :@ heuheuheu
6;#Tovortando #Modernão
4;cavalos de corrida e cavalos de hipismo trabalham muito mais que cavalos de rodeio, e ninguem vem aqui querer proibir esses esportes,porque sera ?
3;quem não gosta deveria respeitar quem gosta,tambem não gostamos de tanta coisa nesse pais e temos que aceitar.
6;se tem animais precisando de ajuda nesse país com certeza não são os de rodeio.
3;Quem critica não conhece,quem conhece ama,animais saudaveis e com vida de atletas,animais esses que se não fossem de rodeio seriam mortos e devorados.
1;PARABÉNS A TODOS OS IDEALIZADORES DA FESTA DO PEAO DE SERRA NEGRA QUE TEVE PARTE DA RENDA REVERTIDA PARA O HOSPITAL
3;enquanto pessoas ficarem falando o que nao sabe o rodeio só cresce,record de publico em jaguariuna esse ano
1;Valeu capitao,conte com nosso apoio sempre.
3;Parabens capitao augusto por olhar para o povo sertanejo,,as maiores festas do brasil sao os eventos sertanejos e as pessoas nao enxergam isso.
3;quem não gosta deveria respeitar quem gosta,homens e animais se interagem o tempo todo,,no joguei,no hipismo ,,porque so criticam o rodeio,,quem critica é porque nao conhece.
3;vai procurar sua turna seu baba comedor de alface,por acaso voce ja viu um animal de rodeio de perto,,se gosta tanto de animais va ajudar os que estao morrendo de fome no pernambuco
3;QUEM VOCE PENSA QUE É PRA MANDAR OS OUTROS LAVAR BANHEIRO SEU IDIOTA,,ONDE E QUANDO VOCE VIU UM ANIMAL DE RODEIO DE PERTO,,ESSES ANIMAIS VIVEM MELHOR QUE MUITOS HUMANOS NESSE PAIS,,,MONTO ANIMAIS E COMO ANIMAIS ASSADO,NA PANELA E ISSO NAO É DA SUA CONTA,,O MESMO ANIMAL QUE VOCE PROIBIR A GENTE DE MONTAR VAI PRA PANELA,,SERA QUE É MELHOR SER MONTADO OU SER COMIDO.
2;vai voce e seu pai lavar banheiro
2;quem é voce seu bacaba,,vai voce e sua familia lavar banheiro,nao vamos no rodeio com seu dinheiro.
2;Em pais que uma pessoa é assassinada a cada 10 minutos vem voce querer proibir a gente de montar em boi !!!! vai voce lavar banheiro e procurar o que fazer,,montamos e vamos continuar montano nos rodeios ou nas fazendas e não é voce que vai dizer se vamos ou nao fazer,,vá atrás de coisas mais importantes se voce se preocupa tanto com seu país.
2;Já temos nossas fazenda pra tomar conta meu filho . Não se preocupe que serviço pra nos não falta seu vagabundo . Cuide da sua vida alienado da cidade.
2;me diga um nome de um ex veterinario ou ex competidor que é contra, vai procurar sua turma ,,montamos nos animais,,comemos animais e isso nao é da sua conta,nao fazemos com seu dinheiro
2;Alguém qe usa uma foto da Lizzy dos Simpson não merece repeito . Se qer deixar sua crítica blza mais uma crítica é formada por diálogo por argumentos minha filha e acima de tudu um rosto. Pare de jogar merda no ventilador e mostre as estatísticas o documento que prove qe esses animais são torturados. Você o possui? E nomes como vce disse acima qe existe veterinários que são contra as práticas . ? E msm se tiver ninguém é obrigado a gostar Lizz . assim como você. Temos outra criação , costumes e crenças . SE NÃO FOR PEDIR MUITO heueheu crie um perfil vinculado com seu facebook :@
2;o crime mata 143 pessoas por dia no brasil e os ativistas vem procurar maus tratos no rodeio, com certeza não são os animais de rodeio que estão precisando de ajuda eles ja vivem bem melhor do que muitos humanos por aqui.
2;Para todo os ativistas de plantão,,ontem no jornal da Globo passou uma matéria de milhares de animais morrendo de fome e sede no sertão de pernambuco e alagoas,, com certeza esses animais estão precisando muito mais de ajuda do que os de rodeio que ja são mais bem cuidados do que muitos humanos nesse país.
2;As pessoas deveriam conhecer primeiro para depois falar,pessoas passam por aqui e falam que animais tem seus testiculos apertados,outras falam que as esporas cortam,,vamos conhecer antes de falar,conhecer coisas antes de falar tambem é cultura.
2;Em todas as partes do mundo homens e animais se interagem,no hipismo,no joguei,no polo,na policia montada,nas cavalgadas,nas charretes,carroças e arados porque não podemos montar os indomaveis,,eles não tem o saco massacrado como muitos pensam e se não estivessem no rodeio estariam em nossas panelas,,esses animais não são como animais selvagens que se não estivesem no circo estariam nas savanas, esses animais quando não são destinados para o rodeio vão para o matadouro, a unica chance que um animal desse tem de chegar a vida adulta e morrer como um reprodutor é sendo de rodeio.
4;Exatamente fernando Henrique cardozo foi o Politico que mais frequentou a festa do pão de barretos
6;Agr é permetido o casamento homossexual , e você já pode virar um sapatao furado :@
1;Obrigado pela visita em nosso rodeio capitão,,mais um rodeio com renda destinada a quem precisa.. animais que seriam devorados,,estão vivos e fazendo o bem para quem precisa.
3;parabéns Capitão Augusto cada dia mais vemos porque sua lei passou na primeira fase,,pessoas vem aqui falar de maus tratos sem nunca ter visto um animal de rodeio de perto isso mostra porque temos que continuar,,muitos idiotas ainda acham que animais de rodeio tem seu saco esmagado,,graças a essas pessoas que nosso esporte continua crescendo..
3;é bem melhor ser montado do que ser morto se vc fosse um touro preferia ser montado ou comido,,a unica forma que animal de rodeio de conhecer a vda adulta e morree como reprodutor é sendo de rodeio caso contraio vira churrasco mal passado em nosso churrasco ou vira o seu hamburguer de final de semana.
3;se fosse pra eu nascer um animal com certeza queria ser de rodeio,,um touro de mais 1000 kg montado por um homem de 80,,comida farta aposentadoria e ainda muitos ficam para reprodutores,,os que não tem a chance de irem para o rodeio vão direto para o matadouro sem se quer conhecer a vida adulta
2;Em um pais que morre uma pessoa assassinada a cada 10 minutos talvez seja melhor ser um animal de rodeio. em um país que se morre por um aparelho de celular,acredito que seja melhor ser um touro de rodeio.
2;Os animais estão em nossas vidas por todos os lados inclusive em nossas mesas todos os dias e de todos os tipos,fritos ,ensopados,mal passados,porque não podemos monta-los
2;UM MONTE DE GENTE PASSA POR AQUI E FALAM EM CRUELDADE COM ANIMAIS,,NESSE PAIS SE TEM ALGUM ANIMAL PRECISANDO DE AJUDA COM CERTEZA NÃO SÃO OS ANIMAIS DE RODEIO.
4;CULTURA, CADA UM TEM A QUE QUER,,EXISTE ATE AQUELAS QUE HOMENS CASAM COM HOMENS E MULHERES CASAM COM MULHERES,CADA UM TEM A QUE QUER.
3;Interagimos com animais no rodeio ou em qualquer outro lugar.quem não gosta deveria respeitar quem gosta.
2;Por aqui comemos animais,,porque não montá-los
2;aqui comemos animais e alguns bem mal passado ainda soltando sangue,,porque não monta-los.
2;Não só montamos como tambem comemos em churrasco ou ensopados ou na panela de pressão,,não como com seu dinheiro e nem vou na sua casa te falar o que voce deve gostar ou comer.
1;Parabéns Capitão Augusto,segundo o portal G1 da Globo o rodeio é o maior patrocinador do Hospital do cancer de barretos,cultura sertaneja ajudando quem realmente precisa.
3;Rodeio legal não maltrata animal vamos conhecer antes de criticar,,interagir com animais não significa maltratar animais. meus cavalos participam de rodeios nas provas dos 3 tambores e estão a disposição de quem quiser ver de perto como são cuidados,,talvez bem melhor do que muitos humanos nesse país
3;PARA QUEM ACHA QUE ANIMAIS DE RODEIO SOFREM MAUS TRATOS,OS MEUS ESTÃO A DISPOSIÇÃO PARA QUEM QUISER CONHECER DE PERTO
1;Parabéns aos organizadores da Festa do Peão de Serra negra,parte da arrecadação foi doada para o Hospital da cidade,enquanto alguns criticam, o rodeio segue ajudando vidas.
3;NoBrasil é assim mesmo que funciona ,um monte de gente que fala e faz tudo sem saber,,pessoas que se dizem ser protetoras de animais ,mas nunca foram de perto como o senhor Ariesley que diz que animal de rodeio tem seu saco esmagado,,nunca deve ter ido ver de perto e como se diz ser protetor,,um protetor fiscaliza conhece de perto,sabe o que fala,,nao fica ai falando só coisas que nunca viu,,gosta de se aparecer.
2;Fiscalizar sempre,proibir jamais,,nesse país pode até um adolescente 17 anos e 11 meses matar uma pessoa que responde como menor e fica no maximo 3 anos na cadeia,,pode politicos roubarem milhoes da petrobras e ficarem presos dentro de casa com uma tornozeleira eletronica ..ja existe uma lei que protege os animais de rodeio de maus tratos de 202 é só fiscalizar.
2;o Ariesley toma algum medicamento estragado,onde sera que ele viu algum animal com seu testiculos esmagados,,imagina se um animal tivesse seu testiculos esmagados toda vez que pulasse quantos testiculos ele teria que ter,e as eguas sera tem que amarrar o que nelas,,Não seja ridiculo Ariesley aprenda antes de falar.
3;EXATAMENTE DEVERIAMOS CUIDAR MAIS DA SEGURANÇA DESSE PAIS,, DEIXEM OS RODEIOS EM PAZ VÃO ATRAZ DO QUE REALMENTE ESTA PRECISANDO DE AJUDA
2;Seu babaca 7 milhoes de pessoas passam fome nese pais e voce vem falar em maus tratos com os animais de rodeio,conheça antes de falar seu idiota,,esses animais são mais bem tratados do que muito humanos nesse pais. Onde é que voce viu um animal desse de perto ????
2;Nos mostre onde voce viu um animal com seu saco apertado seu imbecil,,não seja voce o animal não fale coisas sem saber,,por isso eu depoimento não serve pra nada porque voce fala mentiras Mentirosoooo.
2;palhaçada é o o vice presidente da ong de guararapes e de araçatuba ser multado por maus tratos , isso sim é uma palhaçada,,pessoas se dizerem protetores de animais e serem multados por maus tratos.
1;Parabéns Serra negra,mais um evento com parte da renda revertida para o hospital,,evento lindo,,cultura sertaneja ajudando o povo brasileiro.
3;Senhor Ariesley se voce é ativista e gosta tanto de animais vá até o sertão nordestino do brasil ajude milhares de animais que estão morrendo de fome e sede,os animais de rodeio ja são tratados como astros,não precisam da sua ajuda.
2;O senhor Ariesley deveria aprender um pouquinho da cultura sertaneja antes de falar tanta bosta,se não gosta aprenda a respeitar quem gosta,não vamos na sua casa te falar do que voce tem que gostar ou não.
2;Queremos a desfiar esse mentiroso do senhor Ariesley Nogueira a nos falar e provar onde viu m animal com seus testiculos amarrados,, mentiroso e fala coisas sem saber.
1;Parabéns a todos organizadores da Festa do peão de serra negra,mais um evento com parte da renda revestida para o hospital.. Rodeio ajudando vidas
2;VA CONHECER ANTES DE FALAR,QUE ANIMAL INOCENTE,,UM TOURO PESA EM TORNO DE MIL KILOS E É MONTADO POR UM COMPETIDOR DE 80,NENHUM ANIMAL TEM SEU SACO APERTADO COMO VC PENSA,CONHEÇA ANTES DE CRITICAR
2;ANTICIVILIZATÓRIO É UMA PESSOA TOMAR DOIS TIROS NAS COSTAS POR CAUSA DE UM CELULAR,,INTERAGIR COM ANIMAIS NÃO SIGNIFICA MALTRATAR ANIMAIS,CONHEÇA.
2;Seu idiota imbecil e mentiroso nenhum animal tem seus saco esmagados se estivesse como serviria pra reprodutor as esporas são lisas como moedas seu otario é mentirso sim,,nos diga onde viu um animal com seu saco amarrados.. fala o nome da cidade que v viu.. Mentiroso
2;O QUE FAZ UM ANIMAL PULAR É SUA INDOLE SEU BABACA,OU VC ACHA QUE QUALQUER ANIMAL PULA,,SE TODOS ANIMAIS PULASSEM OS QUE PULAM NÃO CUSTARIAM TAO CAROS,APRENDA SEU IMBECIL SAI DE TRAZ DA SAI DA SUA MAE E CONHEÇA DE PERTO.
2;queria desafiar o senhor Ariesley a anos falar corretamente onde ele viu uma animal ter seus testiculos apertados como ele disse que viu em sua cidade,, se viu nos fale o nome da cidade e do evento que vamos tomar providencias contra o veterinario responsável,, isso é mentira ,,nao existe isso,,nemhum animal de rodeio tem seus testiculos apertados em nenhum lugar do planeta.. se viu entao nos diga o nome da cidade e do vento por favor
6;Senhor Ariesley,,voce deveria dar um pulo na ong de guararapes e araçatuba que dizem ser protetores de animais e foram multados em 170 mil por maus tratos, da uma ajudinha lá
2;Quem vem aqui falar que os animais tem seu sacos apertados é que com certeza nunca viu de perto um animal de rodeio
1;eu ja tive a oportuinidade de conhecer de perto e amei o que vi, animais saudaveis e bem mais tratados do que muitos humanos nesse pais
2;Esses ativista idiotas vem querer proteger os animais falando inverdades nenhum animal de rodeio tem seus testiculos apertados,tambem amamos os animais talvez bem mais de quem fica por traz de computadores falando mentiras.
2;em um pais que as pessoas nao podem nem sair de casa com um celular ou uma correntinha de ouro que são mortas no meio da rua,vem voces querendo proibrir o rodeio,com certeza não sao os animais de rodeio que estao precisando de proteção
2;Esse ativista mentiroso chamado Arisley vem aqui falar que foi no rodeio e viu um animal com seus testiculos amarrados desafio a a ele a falar o nome do touro e do proprietario que fez isso,,mentiros isso não existe mesmo porque se amarrar o testiculo de um animal ele deita e nao pula.. mentiroso
2;OLHA COMO VOCE É IMBECIL E MENTIROSO SE TIVESSE IDO NO RODEIO JAMAIS FALARIA QUE OS ANIMAIS TEM SEUS ORGAOS GENITAIS APERTADOS SEU MENTIROSO ISSO NÃO ACONTECE NO RODEIO,PRIMEIRO QUE AS EGUAS E OS ANIMAIS CASTRADOS NAO TEM TESTICULOS E JA EXISTE UMA LEI DESDE 2002 QUE PROTEGE ELES DE MAUS TRATOS E SE VOCE ESTIVESSE VISTO MAUS TRATOS PODERIA TER DENUNCIADO O VETERINARIO RESPONSAVEL OU O DONO DO ANIMAL,NAO FALE COISAS SEM SABER.
